ID,Participant,Accent,Sentence,Item,Stimulus,Response,Word_Type,Accuracy,Error_Type,Familiarity,,,
2588,58,GBE,1,2,man,man,Content,TRUE,,Often,,,
2589,58,GBE,1,3,from,from,Function,TRUE,,Often,,,
2590,58,GBE,1,4,the,the,Function,TRUE,,Often,,,
2591,58,GBE,1,5,London,London,Content,TRUE,,Often,,,
2592,58,GBE,1,6,Zoo,zoo,Content,TRUE,,Often,,,
2593,58,GBE,1,7,was going to,was going to,Function,TRUE,,Often,,,
2594,58,GBE,1,8,do,do,Function,TRUE,,Often,,,
2595,58,GBE,1,9,the,the,Function,TRUE,,Often,,,
2596,58,GBE,1,10,presenting,presenting,Content,TRUE,,Often,,,
2597,59,GBE,1,1,the,The,Function,TRUE,,Often,,,
2598,59,GBE,1,2,man,men,Content,FALSE,Replacement_Similar,Often,,,
2599,59,GBE,1,3,from,from,Function,TRUE,,Often,,,
2600,59,GBE,1,4,the,the,Function,TRUE,,Often,,,
2601,59,GBE,1,5,London,London,Content,TRUE,,Often,,,
2602,59,GBE,1,6,Zoo,Zoo,Content,TRUE,,Often,,,
2603,59,GBE,1,7,was going to,would ,Function,FALSE,Word_form,Often,,,
2604,59,GBE,1,8,do,do,Function,TRUE,,Often,,,
2605,59,GBE,1,9,the,the,Function,TRUE,,Often,,,
2606,59,GBE,1,10,presenting,presenting,Content,TRUE,,Often,,,
2607,61,GBE,1,1,the,The,Function,TRUE,,Often,,,
2608,61,GBE,1,2,man,man,Content,TRUE,,Often,,,
2609,61,GBE,1,3,from,from,Function,TRUE,,Often,,,
2610,61,GBE,1,4,the,the,Function,TRUE,,Often,,,
2611,61,GBE,1,5,London,London,Content,TRUE,,Often,,,
2612,61,GBE,1,6,Zoo,zoo,Content,TRUE,,Often,,,
2613,61,GBE,1,7,was going to,was going to,Function,TRUE,,Often,,,
2614,61,GBE,1,8,do,do,Function,TRUE,,Often,,,
2615,61,GBE,1,9,the,the,Function,TRUE,,Often,,,
2616,61,GBE,1,10,presenting,presenting,Content,TRUE,,Often,,,
2617,62,GBE,1,1,the,The,Function,TRUE,,Very Often,,,
2618,62,GBE,1,2,man,man,Content,TRUE,,Very Often,,,
2619,62,GBE,1,3,from,from,Function,TRUE,,Very Often,,,
2620,62,GBE,1,4,the,the,Function,TRUE,,Very Often,,,
2621,62,GBE,1,5,London,London,Content,TRUE,,Very Often,,,
2622,62,GBE,1,6,Zoo,zoo,Content,TRUE,,Very Often,,,
2623,62,GBE,1,7,was going to,was going to,Function,TRUE,,Very Often,,,
2624,62,GBE,1,8,do,do,Function,TRUE,,Very Often,,,
2625,62,GBE,1,9,the,the,Function,TRUE,,Very Often,,,
2626,62,GBE,1,10,presenting,presenting,Content,TRUE,,Very Often,,,
2627,65,GBE,1,1,the,The,Function,TRUE,,Often,,,
2628,65,GBE,1,2,man,man,Content,TRUE,,Often,,,
2629,65,GBE,1,3,from,from,Function,TRUE,,Often,,,
2630,65,GBE,1,4,the,the,Function,TRUE,,Often,,,
2631,65,GBE,1,5,London,London,Content,TRUE,,Often,,,
2632,65,GBE,1,6,Zoo,zoo,Content,TRUE,,Often,,,
2633,65,GBE,1,7,was going to,was going to,Function,TRUE,,Often,,,
2634,65,GBE,1,8,do,do,Function,TRUE,,Often,,,
2635,65,GBE,1,9,the,the,Function,TRUE,,Often,,,
2636,65,GBE,1,10,presenting,presenting,Content,TRUE,,Often,,,
2637,66,GBE,1,1,the,The,Function,TRUE,,Sometimes,,,
2638,66,GBE,1,2,man,man,Content,TRUE,,Sometimes,,,
2639,66,GBE,1,3,from,from,Function,TRUE,,Sometimes,,,
2640,66,GBE,1,4,the,the,Function,TRUE,,Sometimes,,,
2641,66,GBE,1,5,London,London,Content,TRUE,,Sometimes,,,
2642,66,GBE,1,6,Zoo,Zoo,Content,TRUE,,Sometimes,,,
2643,66,GBE,1,7,was going to,was going to,Function,TRUE,,Sometimes,,,
2644,66,GBE,1,8,do,do,Function,TRUE,,Sometimes,,,
2645,66,GBE,1,9,the,the,Function,TRUE,,Sometimes,,,
2646,66,GBE,1,10,presenting,presenting,Content,TRUE,,Sometimes,,,
2647,67,GBE,1,1,the,The,Function,TRUE,,Very Often,,,
2648,67,GBE,1,2,man,man,Content,TRUE,,Very Often,,,
2649,67,GBE,1,3,from,from,Function,TRUE,,Very Often,,,
2650,67,GBE,1,4,the,the,Function,TRUE,,Very Often,,,
2651,67,GBE,1,5,London,London,Content,TRUE,,Very Often,,,
2652,67,GBE,1,6,Zoo,zoo,Content,TRUE,,Very Often,,,
2653,67,GBE,1,7,was going to,was going to,Function,TRUE,,Very Often,,,
2654,67,GBE,1,8,do,do,Function,TRUE,,Very Often,,,
2655,67,GBE,1,9,the,the,Function,TRUE,,Very Often,,,
2656,67,GBE,1,10,presenting,presenting,Content,TRUE,,Very Often,,,
2657,70,GBE,1,1,the,The,Function,TRUE,,Often,,,
2658,70,GBE,1,2,man,X ,Content,FALSE,Omission_CW,Often,,,
2659,70,GBE,1,3,from,in,Function,FALSE,Replacement_Dissimilar,Often,,,
2660,70,GBE,1,4,the,the,Function,TRUE,,Often,,,
2661,70,GBE,1,5,London,London,Content,TRUE,,Often,,,
2662,70,GBE,1,6,Zoo,Zoo,Content,TRUE,,Often,,,
2663,70,GBE,1,7,was going to,X,Function,FALSE,Omission_FW,Often,,,
2664,70,GBE,1,8,do,X,Function,FALSE,Omission_FW,Often,,,
2665,70,GBE,1,9,the,X,Function,FALSE,Omission_FW,Often,,,
2666,70,GBE,1,10,presenting,X,Content,FALSE,Omission_CW,Often,,,
2667,71,GBE,1,1,the,The,Function,TRUE,,Very Often,,,
2668,71,GBE,1,2,man,man,Content,TRUE,,Very Often,,,
2669,71,GBE,1,3,from,from,Function,TRUE,,Very Often,,,
2670,71,GBE,1,4,the,the,Function,TRUE,,Very Often,,,
2671,71,GBE,1,5,London,London,Content,TRUE,,Very Often,,,
2672,71,GBE,1,6,Zoo,zoo,Content,TRUE,,Very Often,,,
2673,71,GBE,1,7,was going to,was going to,Function,TRUE,,Very Often,,,
2674,71,GBE,1,8,do,do,Function,TRUE,,Very Often,,,
2675,71,GBE,1,9,the,the,Function,TRUE,,Very Often,,,
2676,71,GBE,1,10,presenting,presenting,Content,TRUE,,Very Often,,,
2677,72,GBE,1,1,the,the,Function,TRUE,,Sometimes,,,
2678,72,GBE,1,2,man,man,Content,TRUE,,Sometimes,,,
2679,72,GBE,1,3,from,from,Function,TRUE,,Sometimes,,,
2680,72,GBE,1,4,the,the,Function,TRUE,,Sometimes,,,
2681,72,GBE,1,5,London,london,Content,TRUE,,Sometimes,,,
2682,72,GBE,1,6,Zoo,zoo,Content,TRUE,,Sometimes,,,
2683,72,GBE,1,7,was going to,was going to,Function,TRUE,,Sometimes,,,
2684,72,GBE,1,8,do,do,Function,TRUE,,Sometimes,,,
2685,72,GBE,1,9,the,the,Function,TRUE,,Sometimes,,,
2686,72,GBE,1,10,presenting,presenting,Content,TRUE,,Sometimes,,,
2687,73,GBE,1,1,the,the,Function,TRUE,,Very Often,,,
2688,73,GBE,1,2,man,man,Content,TRUE,,Very Often,,,
2689,73,GBE,1,3,from,from,Function,TRUE,,Very Often,,,
2690,73,GBE,1,4,the,the,Function,TRUE,,Very Often,,,
2691,73,GBE,1,5,London,london,Content,TRUE,,Very Often,,,
2692,73,GBE,1,6,Zoo,zoo,Content,TRUE,,Very Often,,,
2693,73,GBE,1,7,was going to,was going to,Function,TRUE,,Very Often,,,
2694,73,GBE,1,8,do,do,Function,TRUE,,Very Often,,,
2695,73,GBE,1,9,the,the,Function,TRUE,,Very Often,,,
2696,73,GBE,1,10,presenting,presenting,Content,TRUE,,Very Often,,,
2697,75,GBE,1,1,the,The,Function,TRUE,,Sometimes,,,
2698,75,GBE,1,2,man,man,Content,TRUE,,Sometimes,,,
2699,75,GBE,1,3,from,from,Function,TRUE,,Sometimes,,,
2700,75,GBE,1,4,the,the,Function,TRUE,,Sometimes,,,
2701,75,GBE,1,5,London,London,Content,TRUE,,Sometimes,,,
2702,75,GBE,1,6,Zoo,zoo,Content,TRUE,,Sometimes,,,
2703,75,GBE,1,7,was going to,was going to,Function,TRUE,,Sometimes,,,
2704,75,GBE,1,8,do,do,Function,TRUE,,Sometimes,,,
2705,75,GBE,1,9,the,the,Function,TRUE,,Sometimes,,,
2706,75,GBE,1,10,presenting,presenting,Content,TRUE,,Sometimes,,,
2707,7,GBE,2,11,share,she is taking,Content,FALSE,Replacement_Dissimilar,Often,,,
2708,7,GBE,2,12,a,a,Function,TRUE,,Often,,,
2709,7,GBE,2,13,picture,picture,Content,TRUE,,Often,,,
2710,7,GBE,2,14,of,of,Function,TRUE,,Often,,,
2711,7,GBE,2,15,a,her,Function,FALSE,Replacement_Similar,Often,,,
2712,7,GBE,2,16,kitten,kitten,Content,TRUE,,Often,,,
2713,7,GBE,2,17,playing,playing,Content,TRUE,,Often,,,
2714,7,GBE,2,18,with,with,Function,TRUE,,Often,,,
2715,7,GBE,2,19,a,a,Function,TRUE,,Often,,,
2716,7,GBE,2,20,ball,ball,Content,TRUE,,Often,,,
2717,7,GBE,2,21,of,of,Function,TRUE,,Often,,,
2718,7,GBE,2,22,wool,wool,Content,TRUE,,Often,,,
2719,10,GBE,2,11,share,show,Content,FALSE,Replacement_Similar,Often,,,
2720,10,GBE,2,12,a,a,Function,TRUE,,Often,,,
2721,10,GBE,2,13,picture,picture,Content,TRUE,,Often,,,
2722,10,GBE,2,14,of,of,Function,TRUE,,Often,,,
2723,10,GBE,2,15,a,a,Function,TRUE,,Often,,,
2724,10,GBE,2,16,kitten,kitten,Content,TRUE,,Often,,,
2725,10,GBE,2,17,playing,laying,Content,FALSE,Replacement_Similar,Often,,,
2726,10,GBE,2,18,with,with,Function,TRUE,,Often,,,
2727,10,GBE,2,19,a,a,Function,TRUE,,Often,,,
2728,10,GBE,2,20,ball,ball,Content,TRUE,,Often,,,
2729,10,GBE,2,21,of,of,Function,TRUE,,Often,,,
2730,10,GBE,2,22,wool,wool,Content,TRUE,,Often,,,
2731,13,GBE,2,11,share,shot,Content,FALSE,Replacement_Similar,Often,,,
2732,13,GBE,2,12,a,a,Function,TRUE,,Often,,,
2733,13,GBE,2,13,picture,picture,Content,TRUE,,Often,,,
2734,13,GBE,2,14,of,of,Function,TRUE,,Often,,,
2735,13,GBE,2,15,a,a,Function,TRUE,,Often,,,
2736,13,GBE,2,16,kitten,kitten,Content,TRUE,,Often,,,
2737,13,GBE,2,17,playing,playing,Content,TRUE,,Often,,,
2738,13,GBE,2,18,with,with,Function,TRUE,,Often,,,
2739,13,GBE,2,19,a,a,Function,TRUE,,Often,,,
2740,13,GBE,2,20,ball,ball,Content,TRUE,,Often,,,
2741,13,GBE,2,21,of,of,Function,TRUE,,Often,,,
2742,13,GBE,2,22,wool,wool,Content,TRUE,,Often,,,
2743,15,GBE,2,11,share,show,Content,FALSE,Replacement_Similar,Often,,,
2744,15,GBE,2,12,a,a,Function,TRUE,,Often,,,
2745,15,GBE,2,13,picture,picture,Content,TRUE,,Often,,,
2746,15,GBE,2,14,of,of,Function,TRUE,,Often,,,
2747,15,GBE,2,15,a,a,Function,TRUE,,Often,,,
2748,15,GBE,2,16,kitten,kitten,Content,TRUE,,Often,,,
2749,15,GBE,2,17,playing,playing,Content,TRUE,,Often,,,
2750,15,GBE,2,18,with,with,Function,TRUE,,Often,,,
2751,15,GBE,2,19,a,a,Function,TRUE,,Often,,,
2752,15,GBE,2,20,ball,ball,Content,TRUE,,Often,,,
2753,15,GBE,2,21,of,of,Function,TRUE,,Often,,,
2754,15,GBE,2,22,wool,wool,Content,TRUE,,Often,,,
2755,18,GBE,2,11,share,showing,Content,FALSE,Replacement_Similar,Very Often,,,
2756,18,GBE,2,12,a,a,Function,TRUE,,Very Often,,,
2757,18,GBE,2,13,picture,picture,Content,TRUE,,Very Often,,,
2758,18,GBE,2,14,of,of,Function,TRUE,,Very Often,,,
2759,18,GBE,2,15,a,a,Function,TRUE,,Very Often,,,
2760,18,GBE,2,16,kitten,kitten,Content,TRUE,,Very Often,,,
2761,18,GBE,2,17,playing,playing,Content,TRUE,,Very Often,,,
2762,18,GBE,2,18,with,with,Function,TRUE,,Very Often,,,
2763,18,GBE,2,19,a,a,Function,TRUE,,Very Often,,,
2764,18,GBE,2,20,ball,ball,Content,TRUE,,Very Often,,,
2765,18,GBE,2,21,of,X,Function,FALSE,Omission_FW,Very Often,,,
2766,18,GBE,2,22,wool,woolen,Content,FALSE,Replacement_Similar,Very Often,,,
2767,21,GBE,2,11,share,showed,Content,FALSE,Replacement_Similar,Very Often,,,
2768,21,GBE,2,12,a,a,Function,TRUE,,Very Often,,,
2769,21,GBE,2,13,picture,picture,Content,TRUE,,Very Often,,,
2770,21,GBE,2,14,of,of,Function,TRUE,,Very Often,,,
2771,21,GBE,2,15,a,a,Function,TRUE,,Very Often,,,
2772,21,GBE,2,16,kitten,kitten,Content,TRUE,,Very Often,,,
2773,21,GBE,2,17,playing,playing,Content,TRUE,,Very Often,,,
2774,21,GBE,2,18,with,with,Function,TRUE,,Very Often,,,
2775,21,GBE,2,19,a,a,Function,TRUE,,Very Often,,,
2776,21,GBE,2,20,ball,ball,Content,TRUE,,Very Often,,,
2777,21,GBE,2,21,of,of,Function,TRUE,,Very Often,,,
2778,21,GBE,2,22,wool,wool,Content,TRUE,,Very Often,,,
2779,22,GBE,2,11,share,X,Content,FALSE,Omission_CW,Often,,,
2780,22,GBE,2,12,a,a,Function,TRUE,,Often,,,
2781,22,GBE,2,13,picture,picture,Content,TRUE,,Often,,,
2782,22,GBE,2,14,of,of,Function,TRUE,,Often,,,
2783,22,GBE,2,15,a,a,Function,TRUE,,Often,,,
2784,22,GBE,2,16,kitten,kitten,Content,TRUE,,Often,,,
2785,22,GBE,2,17,playing,playing,Content,TRUE,,Often,,,
2786,22,GBE,2,18,with,with,Function,TRUE,,Often,,,
2787,22,GBE,2,19,a,a,Function,TRUE,,Often,,,
2788,22,GBE,2,20,ball,ball,Content,TRUE,,Often,,,
2789,22,GBE,2,21,of,of,Function,TRUE,,Often,,,
2790,22,GBE,2,22,wool,wool,Content,TRUE,,Often,,,
2791,31,GBE,2,11,share,showed,Content,FALSE,Replacement_Similar,Very Often,,,
2792,31,GBE,2,12,a,a,Function,TRUE,,Very Often,,,
2793,31,GBE,2,13,picture,picture,Content,TRUE,,Very Often,,,
2794,31,GBE,2,14,of,of,Function,TRUE,,Very Often,,,
2795,31,GBE,2,15,a,a,Function,TRUE,,Very Often,,,
2796,31,GBE,2,16,kitten,kitten,Content,TRUE,,Very Often,,,
2797,31,GBE,2,17,playing,playing,Content,TRUE,,Very Often,,,
2798,31,GBE,2,18,with,with,Function,TRUE,,Very Often,,,
2799,31,GBE,2,19,a,a,Function,TRUE,,Very Often,,,
2800,31,GBE,2,20,ball,ball,Content,TRUE,,Very Often,,,
2801,31,GBE,2,21,of,of,Function,TRUE,,Very Often,,,
2802,31,GBE,2,22,wool,wool,Content,TRUE,,Very Often,,,
2803,33,GBE,2,11,share,share,Content,TRUE,,Sometimes,,,
2804,33,GBE,2,12,a,a,Function,TRUE,,Sometimes,,,
2805,33,GBE,2,13,picture,picture,Content,TRUE,,Sometimes,,,
2806,33,GBE,2,14,of,of,Function,TRUE,,Sometimes,,,
2807,33,GBE,2,15,a,a,Function,TRUE,,Sometimes,,,
2808,33,GBE,2,16,kitten,kitten,Content,TRUE,,Sometimes,,,
2809,33,GBE,2,17,playing,playing,Content,TRUE,,Sometimes,,,
2810,33,GBE,2,18,with,with,Function,TRUE,,Sometimes,,,
2811,33,GBE,2,19,a,a,Function,TRUE,,Sometimes,,,
2812,33,GBE,2,20,ball,ball,Content,TRUE,,Sometimes,,,
2813,33,GBE,2,21,of,of,Function,TRUE,,Sometimes,,,
2814,33,GBE,2,22,wool,wool,Content,TRUE,,Sometimes,,,
2815,34,GBE,2,11,share,show,Content,FALSE,Replacement_Similar,Very Often,,,
2816,34,GBE,2,12,a,a,Function,TRUE,,Very Often,,,
2817,34,GBE,2,13,picture,picture,Content,TRUE,,Very Often,,,
2818,34,GBE,2,14,of,of,Function,TRUE,,Very Often,,,
2819,34,GBE,2,15,a,a,Function,TRUE,,Very Often,,,
2820,34,GBE,2,16,kitten,kitten,Content,TRUE,,Very Often,,,
2821,34,GBE,2,17,playing,playing,Content,TRUE,,Very Often,,,
2822,34,GBE,2,18,with,with,Function,TRUE,,Very Often,,,
2823,34,GBE,2,19,a,a,Function,TRUE,,Very Often,,,
2824,34,GBE,2,20,ball,ball,Content,TRUE,,Very Often,,,
2825,34,GBE,2,21,of,of,Function,TRUE,,Very Often,,,
2826,34,GBE,2,22,wool,wool,Content,TRUE,,Very Often,,,
2827,35,GBE,2,11,share,show,Content,FALSE,Replacement_Similar,Very Often,,,
2828,35,GBE,2,12,a,a,Function,TRUE,,Very Often,,,
2829,35,GBE,2,13,picture,picture,Content,TRUE,,Very Often,,,
2830,35,GBE,2,14,of,of,Function,TRUE,,Very Often,,,
2831,35,GBE,2,15,a,a,Function,TRUE,,Very Often,,,
2832,35,GBE,2,16,kitten,kitten,Content,TRUE,,Very Often,,,
2833,35,GBE,2,17,playing,playing,Content,TRUE,,Very Often,,,
2834,35,GBE,2,18,with,with,Function,TRUE,,Very Often,,,
2835,35,GBE,2,19,a,a,Function,TRUE,,Very Often,,,
2836,35,GBE,2,20,ball,ball,Content,TRUE,,Very Often,,,
2837,35,GBE,2,21,of,of,Function,TRUE,,Very Often,,,
2838,35,GBE,2,22,wool,wool,Content,TRUE,,Very Often,,,
2839,36,GBE,2,11,share,it's,Content,FALSE,Replacement_Dissimilar,Very Often,,,
2840,36,GBE,2,12,a,a,Function,TRUE,,Very Often,,,
2841,36,GBE,2,13,picture,picture,Content,TRUE,,Very Often,,,
2842,36,GBE,2,14,of,of,Function,TRUE,,Very Often,,,
2843,36,GBE,2,15,a,a,Function,TRUE,,Very Often,,,
2844,36,GBE,2,16,kitten,kitten,Content,TRUE,,Very Often,,,
2845,36,GBE,2,17,playing,playing,Content,TRUE,,Very Often,,,
2846,36,GBE,2,18,with,with,Function,TRUE,,Very Often,,,
2847,36,GBE,2,19,a,a,Function,TRUE,,Very Often,,,
2848,36,GBE,2,20,ball,ball,Content,TRUE,,Very Often,,,
2849,36,GBE,2,21,of,of,Function,TRUE,,Very Often,,,
2850,36,GBE,2,22,wool,wool,Content,TRUE,,Very Often,,,
2851,38,GBE,2,11,share,show,Content,FALSE,Replacement_Similar,Sometimes,,,
2852,38,GBE,2,12,a,a,Function,TRUE,,Sometimes,,,
2853,38,GBE,2,13,picture,picture,Content,TRUE,,Sometimes,,,
2854,38,GBE,2,14,of,of,Function,TRUE,,Sometimes,,,
2855,38,GBE,2,15,a,a,Function,TRUE,,Sometimes,,,
2856,38,GBE,2,16,kitten,kitten,Content,TRUE,,Sometimes,,,
2857,38,GBE,2,17,playing,playing,Content,TRUE,,Sometimes,,,
2858,38,GBE,2,18,with,with,Function,TRUE,,Sometimes,,,
2859,38,GBE,2,19,a,a,Function,TRUE,,Sometimes,,,
2860,38,GBE,2,20,ball,ball,Content,TRUE,,Sometimes,,,
2861,38,GBE,2,21,of,of,Function,TRUE,,Sometimes,,,
2862,38,GBE,2,22,wool,wool,Content,TRUE,,Sometimes,,,
2863,39,GBE,2,11,share,X,Content,FALSE,Omission_CW,Very Often,,,
2864,39,GBE,2,12,a,a,Function,TRUE,,Very Often,,,
2865,39,GBE,2,13,picture,picture,Content,TRUE,,Very Often,,,
2866,39,GBE,2,14,of,of,Function,TRUE,,Very Often,,,
2867,39,GBE,2,15,a,a,Function,TRUE,,Very Often,,,
2868,39,GBE,2,16,kitten,kitten,Content,TRUE,,Very Often,,,
2869,39,GBE,2,17,playing,playing,Content,TRUE,,Very Often,,,
2870,39,GBE,2,18,with,with,Function,TRUE,,Very Often,,,
2871,39,GBE,2,19,a,a,Function,TRUE,,Very Often,,,
2872,39,GBE,2,20,ball,ball,Content,TRUE,,Very Often,,,
2873,39,GBE,2,21,of,of,Function,TRUE,,Very Often,,,
2874,39,GBE,2,22,wool,wool,Content,TRUE,,Very Often,,,
2875,40,GBE,2,11,share,show,Content,FALSE,Replacement_Similar,Often,,,
2876,40,GBE,2,12,a,a,Function,TRUE,,Often,,,
2877,40,GBE,2,13,picture,picture,Content,TRUE,,Often,,,
2878,40,GBE,2,14,of,of,Function,TRUE,,Often,,,
2879,40,GBE,2,15,a,a,Function,TRUE,,Often,,,
2880,40,GBE,2,16,kitten,kitten,Content,TRUE,,Often,,,
2881,40,GBE,2,17,playing,playing,Content,TRUE,,Often,,,
2882,40,GBE,2,18,with,with,Function,TRUE,,Often,,,
2883,40,GBE,2,19,a,a,Function,TRUE,,Often,,,
2884,40,GBE,2,20,ball,ball,Content,TRUE,,Often,,,
2885,40,GBE,2,21,of,of,Function,TRUE,,Often,,,
2886,40,GBE,2,22,wool,wool,Content,TRUE,,Often,,,
2887,44,GBE,2,11,share,I saw,Content,FALSE,Replacement_Dissimilar,Sometimes,,,
2888,44,GBE,2,12,a,a,Function,TRUE,,Sometimes,,,
2889,44,GBE,2,13,picture,picture,Content,TRUE,,Sometimes,,,
2890,44,GBE,2,14,of,of,Function,TRUE,,Sometimes,,,
2891,44,GBE,2,15,a,a,Function,TRUE,,Sometimes,,,
2892,44,GBE,2,16,kitten,kitten,Content,TRUE,,Sometimes,,,
2893,44,GBE,2,17,playing,playing,Content,TRUE,,Sometimes,,,
2894,44,GBE,2,18,with,with,Function,TRUE,,Sometimes,,,
2895,44,GBE,2,19,a,a,Function,TRUE,,Sometimes,,,
2896,44,GBE,2,20,ball,ball,Content,TRUE,,Sometimes,,,
2897,44,GBE,2,21,of,of,Function,TRUE,,Sometimes,,,
2898,44,GBE,2,22,wool,wool,Content,TRUE,,Sometimes,,,
2899,46,GBE,2,11,share,show,Content,FALSE,Replacement_Similar,Often,,,
2900,46,GBE,2,12,a,a,Function,TRUE,,Often,,,
2901,46,GBE,2,13,picture,picture,Content,TRUE,,Often,,,
2902,46,GBE,2,14,of,of,Function,TRUE,,Often,,,
2903,46,GBE,2,15,a,her,Function,FALSE,Replacement_Similar,Often,,,
2904,46,GBE,2,16,kitten,kitten,Content,TRUE,,Often,,,
2905,46,GBE,2,17,playing,playing,Content,TRUE,,Often,,,
2906,46,GBE,2,18,with,with,Function,TRUE,,Often,,,
2907,46,GBE,2,19,a,a,Function,TRUE,,Often,,,
2908,46,GBE,2,20,ball,ball,Content,TRUE,,Often,,,
2909,46,GBE,2,21,of,of,Function,TRUE,,Often,,,
2910,46,GBE,2,22,wool,wool,Content,TRUE,,Often,,,
2911,48,GBE,2,11,share,show,Content,FALSE,Replacement_Similar,Often,,,
2912,48,GBE,2,12,a,a,Function,TRUE,,Often,,,
2913,48,GBE,2,13,picture,picture,Content,TRUE,,Often,,,
2914,48,GBE,2,14,of,of,Function,TRUE,,Often,,,
2915,48,GBE,2,15,a,a,Function,TRUE,,Often,,,
2916,48,GBE,2,16,kitten,kitten,Content,TRUE,,Often,,,
2917,48,GBE,2,17,playing,playing,Content,TRUE,,Often,,,
2918,48,GBE,2,18,with,with,Function,TRUE,,Often,,,
2919,48,GBE,2,19,a,a,Function,TRUE,,Often,,,
2920,48,GBE,2,20,ball,ball,Content,TRUE,,Often,,,
2921,48,GBE,2,21,of,of,Function,TRUE,,Often,,,
2922,48,GBE,2,22,wool,wool,Content,TRUE,,Often,,,
2923,50,GBE,2,11,share,I saw,Content,FALSE,Replacement_Dissimilar,Very Often,,,
2924,50,GBE,2,12,a,a,Function,TRUE,,Very Often,,,
2925,50,GBE,2,13,picture,picture,Content,TRUE,,Very Often,,,
2926,50,GBE,2,14,of,of,Function,TRUE,,Very Often,,,
2927,50,GBE,2,15,a,a,Function,TRUE,,Very Often,,,
2928,50,GBE,2,16,kitten,kitten,Content,TRUE,,Very Often,,,
2929,50,GBE,2,17,playing,playing,Content,TRUE,,Very Often,,,
2930,50,GBE,2,18,with,with,Function,TRUE,,Very Often,,,
2931,50,GBE,2,19,a,a,Function,TRUE,,Very Often,,,
2932,50,GBE,2,20,ball,ball,Content,TRUE,,Very Often,,,
2933,50,GBE,2,21,of,X,Function,FALSE,Omission_FW,Very Often,,,
2934,50,GBE,2,22,wool,woolen,Content,FALSE,Replacement_Similar,Very Often,,,
2935,54,GBE,2,11,share,X,Content,FALSE,Omission_CW,Very Often,,,
2936,54,GBE,2,12,a,a,Function,TRUE,,Very Often,,,
2937,54,GBE,2,13,picture,picture,Content,TRUE,,Very Often,,,
2938,54,GBE,2,14,of,of,Function,TRUE,,Very Often,,,
2939,54,GBE,2,15,a,a,Function,TRUE,,Very Often,,,
2940,54,GBE,2,16,kitten,kitten,Content,TRUE,,Very Often,,,
2941,54,GBE,2,17,playing,playing,Content,TRUE,,Very Often,,,
2942,54,GBE,2,18,with,with,Function,TRUE,,Very Often,,,
2943,54,GBE,2,19,a,a,Function,TRUE,,Very Often,,,
2944,54,GBE,2,20,ball,ball,Content,TRUE,,Very Often,,,
2945,54,GBE,2,21,of,of,Function,TRUE,,Very Often,,,
2946,54,GBE,2,22,wool,wool,Content,TRUE,,Very Often,,,
2947,56,GBE,2,11,share,chur,Content,FALSE,Replacement_Similar,Often,,,
2948,56,GBE,2,12,a,a,Function,TRUE,,Often,,,
2949,56,GBE,2,13,picture,picture,Content,TRUE,,Often,,,
2950,56,GBE,2,14,of,of,Function,TRUE,,Often,,,
2951,56,GBE,2,15,a,her,Function,FALSE,Replacement_Similar,Often,,,
2952,56,GBE,2,16,kitten,kitten,Content,TRUE,,Often,,,
2953,56,GBE,2,17,playing,playing,Content,TRUE,,Often,,,
2954,56,GBE,2,18,with,with,Function,TRUE,,Often,,,
2955,56,GBE,2,19,a,a,Function,TRUE,,Often,,,
2956,56,GBE,2,20,ball,bol,Content,FALSE,Replacement_Similar,Often,,,
2957,56,GBE,2,21,of,of,Function,TRUE,,Often,,,
2958,56,GBE,2,22,wool,wool,Content,TRUE,,Often,,,
2959,58,GBE,2,11,share,it's,Content,FALSE,Replacement_Dissimilar,Often,,,
2960,58,GBE,2,12,a,a,Function,TRUE,,Often,,,
2961,58,GBE,2,13,picture,picture,Content,TRUE,,Often,,,
2962,58,GBE,2,14,of,of,Function,TRUE,,Often,,,
2963,58,GBE,2,15,a,a,Function,TRUE,,Often,,,
2964,58,GBE,2,16,kitten,kitten,Content,TRUE,,Often,,,
2965,58,GBE,2,17,playing,playing,Content,TRUE,,Often,,,
2966,58,GBE,2,18,with,with,Function,TRUE,,Often,,,
2967,58,GBE,2,19,a,a,Function,TRUE,,Often,,,
2968,58,GBE,2,20,ball,ball,Content,TRUE,,Often,,,
2969,58,GBE,2,21,of,of,Function,TRUE,,Often,,,
2970,58,GBE,2,22,wool,wool,Content,TRUE,,Often,,,
2971,59,GBE,2,11,share,it's,Content,FALSE,Replacement_Dissimilar,Often,,,
2972,59,GBE,2,12,a,a,Function,TRUE,,Often,,,
2973,59,GBE,2,13,picture,picture,Content,TRUE,,Often,,,
2974,59,GBE,2,14,of,of,Function,TRUE,,Often,,,
2975,59,GBE,2,15,a,a,Function,TRUE,,Often,,,
2976,59,GBE,2,16,kitten,kitten,Content,TRUE,,Often,,,
2977,59,GBE,2,17,playing,playing,Content,TRUE,,Often,,,
2978,59,GBE,2,18,with,with,Function,TRUE,,Often,,,
2979,59,GBE,2,19,a,a,Function,TRUE,,Often,,,
2980,59,GBE,2,20,ball,ball,Content,TRUE,,Often,,,
2981,59,GBE,2,21,of,of,Function,TRUE,,Often,,,
2982,59,GBE,2,22,wool,wool,Content,TRUE,,Often,,,
2983,61,GBE,2,11,share,X,Content,FALSE,Omission_CW,Often,,,
